Date,Open,High,Low,Close,Adj Close,Volume
2019-02-18,182.000000,182.000000,178.000000,178.000000,178.000000,150100
2019-02-19,178.000000,187.000000,178.000000,185.000000,185.000000,219400
2019-02-20,185.000000,185.000000,181.000000,182.000000,182.000000,137400
2019-02-21,182.000000,184.000000,181.000000,182.000000,182.000000,178500
2019-02-22,182.000000,191.000000,181.000000,189.000000,189.000000,334600
2019-02-25,190.000000,194.000000,186.000000,193.000000,193.000000,307700
2019-02-26,193.000000,195.000000,189.000000,191.000000,191.000000,336700
2019-02-27,191.000000,198.000000,190.000000,196.000000,196.000000,268300
